Context,Epsilon,Delta,Aproximation_type,Distribution_type,Threads,Total_execution_time,Total_time,Total_exec_time_2,Total_closure_time,Updown_time,Total_closure_computations,Total_up_down_computes,Basis_size,Total_counter_examples,Sum_total_tries,Equal_to_count,Empty_set_closure_computes,Support_avg,Support_p10,Support_p50,Support_p90,Support_p95
ArtificialDS/Example2/15,0.3,0.1,strong,uniform,8,0.002586,0.000000,0.000000,0.000000,0.000023,0,40,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.3,0.1,strong,frequent,8,0.000975,0.000000,0.000000,0.000000,0.000024,0,40,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.3,0.1,strong,area-based,8,0.000975,0.000000,0.000000,0.000000,0.000022,0,40,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.3,0.1,weak,uniform,8,0.000764,0.000117,0.000005,0.000000,0.000023,0,39,1,1,17,0,0,20.000000,20.000000,20.000000,20.000000,20.000000
ArtificialDS/Example2/10,0.3,0.1,weak,frequent,8,0.000849,0.000123,0.000007,0.000000,0.000032,0,38,1,1,17,0,0,23.333333,23.333333,23.333333,23.333333,23.333333
ArtificialDS/Example2/10,0.3,0.1,weak,area-based,8,0.000774,0.000000,0.000000,0.000000,0.000018,0,30,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.3,0.1,strong,uniform,8,0.000760,0.000123,0.000004,0.000000,0.000025,1,39,1,1,17,0,0,20.000000,20.000000,20.000000,20.000000,20.000000
ArtificialDS/Example2/10,0.3,0.1,strong,frequent,8,0.000758,0.000098,0.000004,0.000000,0.000029,1,38,1,1,17,0,0,20.000000,20.000000,20.000000,20.000000,20.000000
ArtificialDS/Example2/10,0.3,0.1,strong,area-based,8,0.000746,0.000000,0.000000,0.000000,0.000018,0,30,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.3,0.1,weak,uniform,8,0.001025,0.000000,0.000000,0.000000,0.000023,0,40,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.3,0.1,weak,frequent,8,0.001011,0.000000,0.000000,0.000000,0.000024,0,40,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.3,0.1,weak,area-based,8,0.001058,0.000000,0.000000,0.000000,0.000025,0,40,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.3,0.1,strong,uniform,8,0.000905,0.000000,0.000000,0.000000,0.000023,0,40,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.3,0.1,strong,frequent,8,0.001007,0.000000,0.000000,0.000000,0.000024,0,40,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.3,0.1,strong,area-based,8,0.001039,0.000000,0.000000,0.000000,0.000025,0,40,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.3,0.1,weak,uniform,8,0.000808,0.000110,0.000004,0.000000,0.000023,0,39,1,1,17,0,0,20.000000,20.000000,20.000000,20.000000,20.000000
ArtificialDS/Example2/10,0.3,0.1,weak,frequent,8,0.000675,0.000000,0.000000,0.000000,0.000018,0,30,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.3,0.1,weak,area-based,8,0.000689,0.000000,0.000000,0.000000,0.000018,0,30,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.3,0.1,strong,uniform,8,0.000706,0.000120,0.000004,0.000000,0.000025,1,39,1,1,17,0,0,20.000000,20.000000,20.000000,20.000000,20.000000
ArtificialDS/Example2/10,0.3,0.1,strong,frequent,8,0.000785,0.000105,0.000004,0.000000,0.000023,1,39,1,1,17,0,0,23.333333,23.333333,23.333333,23.333333,23.333333
ArtificialDS/Example2/10,0.3,0.1,strong,area-based,8,0.000737,0.000000,0.000000,0.000000,0.000018,0,30,0,0,9,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,weak,uniform,8,0.001048,0.000000,0.000000,0.000000,0.000038,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,weak,frequent,8,0.001412,0.000000,0.000000,0.000000,0.000064,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,weak,area-based,8,0.000957,0.000000,0.000000,0.000000,0.000035,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,strong,uniform,8,0.000952,0.000000,0.000000,0.000000,0.000036,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,strong,frequent,8,0.001106,0.000000,0.000000,0.000000,0.000046,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,strong,area-based,8,0.000942,0.000000,0.000000,0.000000,0.000037,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,weak,uniform,8,0.000661,0.000000,0.000000,0.000000,0.000028,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,weak,frequent,8,0.000655,0.000000,0.000000,0.000000,0.000028,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,weak,area-based,8,0.000771,0.000000,0.000000,0.000000,0.000028,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,strong,uniform,8,0.000702,0.000000,0.000000,0.000000,0.000027,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,strong,frequent,8,0.000782,0.000000,0.000000,0.000000,0.000059,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,strong,area-based,8,0.000731,0.000000,0.000000,0.000000,0.000034,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,weak,uniform,8,0.000917,0.000000,0.000000,0.000000,0.000036,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,weak,frequent,8,0.000922,0.000000,0.000000,0.000000,0.000037,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,weak,area-based,8,0.001195,0.000000,0.000000,0.000000,0.000042,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,strong,uniform,8,0.000995,0.000000,0.000000,0.000000,0.000043,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,strong,frequent,8,0.001032,0.000000,0.000000,0.000000,0.000042,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,strong,area-based,8,0.001075,0.000000,0.000000,0.000000,0.000040,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,weak,uniform,8,0.001608,0.000000,0.000000,0.000000,0.000037,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,weak,frequent,8,0.000722,0.000000,0.000000,0.000000,0.000028,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,weak,area-based,8,0.000779,0.000155,0.000004,0.000000,0.000031,0,45,1,1,23,0,0,20.000000,20.000000,20.000000,20.000000,20.000000
ArtificialDS/Example2/10,0.2,0.1,strong,uniform,8,0.000653,0.000000,0.000000,0.000000,0.000028,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,strong,frequent,8,0.000747,0.000000,0.000000,0.000000,0.000028,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,strong,area-based,8,0.000883,0.000176,0.000005,0.000000,0.000037,1,47,1,1,26,0,0,16.666667,16.666667,16.666667,16.666667,16.666667
ArtificialDS/Example2/15,0.2,0.1,weak,uniform,8,0.001000,0.000000,0.000000,0.000000,0.000035,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,weak,frequent,8,0.001094,0.000000,0.000000,0.000000,0.000036,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,weak,area-based,8,0.001042,0.000000,0.000000,0.000000,0.000036,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,strong,uniform,8,0.001017,0.000000,0.000000,0.000000,0.000038,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,strong,frequent,8,0.001070,0.000000,0.000000,0.000000,0.000039,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.2,0.1,strong,area-based,8,0.001092,0.000000,0.000000,0.000000,0.000041,0,45,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,weak,uniform,8,0.000743,0.000000,0.000000,0.000000,0.000028,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,weak,frequent,8,0.000763,0.000000,0.000000,0.000000,0.000031,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,weak,area-based,8,0.000741,0.000000,0.000000,0.000000,0.000028,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,strong,uniform,8,0.000678,0.000000,0.000000,0.000000,0.000028,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,strong,frequent,8,0.000707,0.000000,0.000000,0.000000,0.000028,0,35,0,0,14,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.2,0.1,strong,area-based,8,0.000827,0.000181,0.000004,0.000000,0.000043,1,49,1,1,28,0,0,26.666667,26.666667,26.666667,26.666667,26.666667
ArtificialDS/Example2/15,0.1,0.1,weak,uniform,8,0.001057,0.000138,0.000005,0.000000,0.000036,0,63,1,1,31,0,0,15.555556,15.555556,15.555556,15.555556,15.555556
ArtificialDS/Example2/15,0.1,0.1,weak,frequent,8,0.001124,0.000131,0.000004,0.000000,0.000049,0,62,1,1,31,0,0,17.777778,17.777778,17.777778,17.777778,17.777778
ArtificialDS/Example2/15,0.1,0.1,weak,area-based,8,0.001284,0.000000,0.000000,0.000000,0.000071,0,60,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.1,0.1,strong,uniform,8,0.001170,0.000229,0.000008,0.000000,0.000033,1,63,1,1,31,0,0,15.555556,15.555556,15.555556,15.555556,15.555556
ArtificialDS/Example2/15,0.1,0.1,strong,frequent,8,0.001102,0.000000,0.000000,0.000000,0.000083,0,60,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.1,0.1,strong,area-based,8,0.001229,0.000000,0.000000,0.000000,0.000081,0,60,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,weak,uniform,8,0.000711,0.000000,0.000000,0.000000,0.000058,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,weak,frequent,8,0.000741,0.000000,0.000000,0.000000,0.000058,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,weak,area-based,8,0.003051,0.000000,0.000000,0.000000,0.000055,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,strong,uniform,8,0.000740,0.000000,0.000000,0.000000,0.000058,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,strong,frequent,8,0.000729,0.000000,0.000000,0.000000,0.000058,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,strong,area-based,8,0.001223,0.000510,0.000027,0.000005,0.000173,3,156,3,3,132,0,0,22.222222,23.333333,23.333333,20.0000002,0.000000
ArtificialDS/Example2/15,0.1,0.1,weak,uniform,8,0.000962,0.000138,0.000004,0.000000,0.000038,0,62,1,1,31,0,0,15.555556,15.555556,15.555556,15.555556,15.555556
ArtificialDS/Example2/15,0.1,0.1,weak,frequent,8,0.000948,0.000147,0.000004,0.000000,0.000039,0,61,1,1,31,0,0,17.777778,17.777778,17.777778,17.777778,17.777778
ArtificialDS/Example2/15,0.1,0.1,weak,area-based,8,0.001123,0.000000,0.000000,0.000000,0.000072,0,60,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.1,0.1,strong,uniform,8,0.001049,0.000154,0.000005,0.000000,0.000041,1,63,1,1,31,0,0,15.555556,15.555556,15.555556,15.555556,15.555556
ArtificialDS/Example2/15,0.1,0.1,strong,frequent,8,0.001527,0.000238,0.000007,0.000000,0.000039,1,63,1,1,31,0,0,17.777778,17.777778,17.777778,17.777778,17.777778
ArtificialDS/Example2/15,0.1,0.1,strong,area-based,8,0.001729,0.000000,0.000000,0.000000,0.000085,0,60,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,weak,uniform,8,0.000749,0.000000,0.000000,0.000000,0.000057,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,weak,frequent,8,0.000783,0.000000,0.000000,0.000000,0.000057,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,weak,area-based,8,0.000934,0.000000,0.000000,0.000000,0.000073,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,strong,uniform,8,0.000914,0.000000,0.000000,0.000000,0.000083,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,strong,frequent,8,0.000722,0.000000,0.000000,0.000000,0.000057,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,strong,area-based,8,0.000770,0.000139,0.000004,0.000000,0.000045,1,61,1,1,39,0,0,23.333333,23.333333,23.333333,23.333333,23.333333
ArtificialDS/Example2/15,0.1,0.1,weak,uniform,8,0.000951,0.000137,0.000005,0.000000,0.000036,0,63,1,1,31,0,0,15.555556,15.555556,15.555556,15.555556,15.555556
ArtificialDS/Example2/15,0.1,0.1,weak,frequent,8,0.000920,0.000130,0.000004,0.000000,0.000039,0,63,1,1,31,0,0,15.555556,15.555556,15.555556,15.555556,15.555556
ArtificialDS/Example2/15,0.1,0.1,weak,area-based,8,0.001269,0.000427,0.000023,0.000000,0.000091,0,107,2,2,73,0,0,22.222222,26.666667,17.777778,17.777778,17.777778
ArtificialDS/Example2/15,0.1,0.1,strong,uniform,8,0.000926,0.000138,0.000004,0.000000,0.000042,1,63,1,1,31,0,0,15.555556,15.555556,15.555556,15.555556,15.555556
ArtificialDS/Example2/15,0.1,0.1,strong,frequent,8,0.001033,0.000144,0.000004,0.000000,0.000043,1,62,1,1,31,0,0,17.777778,17.777778,17.777778,17.777778,17.777778
ArtificialDS/Example2/15,0.1,0.1,strong,area-based,8,0.001219,0.000000,0.000000,0.000000,0.000083,0,60,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,weak,uniform,8,0.000779,0.000000,0.000000,0.000000,0.000058,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,weak,frequent,8,0.000694,0.000000,0.000000,0.000000,0.000058,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,weak,area-based,8,0.000949,0.000261,0.000004,0.000000,0.000070,0,75,1,1,55,0,0,16.666667,16.666667,16.666667,16.666667,16.666667
ArtificialDS/Example2/10,0.1,0.1,strong,uniform,8,0.000702,0.000000,0.000000,0.000000,0.000058,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,strong,frequent,8,0.000801,0.000000,0.000000,0.000000,0.000067,0,50,0,0,29,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.1,0.1,strong,area-based,8,0.000795,0.000156,0.000004,0.000000,0.000046,1,63,1,1,41,0,0,30.000000,30.000000,30.000000,30.000000,30.000000
ArtificialDS/Example2/15,0.05,0.1,weak,uniform,8,0.001259,0.000000,0.000000,0.000000,0.000136,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,weak,frequent,8,0.001196,0.000000,0.000000,0.000000,0.000151,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,weak,area-based,8,0.001357,0.000254,0.000006,0.000000,0.000088,0,101,1,1,69,0,0,20.000000,20.000000,20.000000,20.000000,20.000000
ArtificialDS/Example2/15,0.05,0.1,strong,uniform,8,0.001387,0.000000,0.000000,0.000000,0.000194,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,strong,frequent,8,0.001402,0.000000,0.000000,0.000000,0.000189,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,strong,area-based,8,0.001627,0.000000,0.000000,0.000000,0.000179,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.05,0.1,weak,uniform,8,0.013987,0.008026,0.004914,0.000000,0.005237,0,5990,46,83,4219,-2,0,30.144928,33.333333,30.000000,23.3333332,3.333333
ArtificialDS/Example2/10,0.05,0.1,weak,frequent,8,0.001250,0.000562,0.000025,0.000000,0.000140,0,181,3,3,155,0,0,24.444444,30.000000,23.333333,20.0000002,0.000000
ArtificialDS/Example2/10,0.05,0.1,weak,area-based,8,0.002367,0.001449,0.000146,0.000000,0.000467,0,575,8,9,529,0,0,26.666667,33.333333,23.333333,20.0000002,0.000000
ArtificialDS/Example2/10,0.05,0.1,strong,uniform,8,0.014436,0.008314,0.005009,0.000328,0.005004,100,5744,42,78,4223,-6,0,30.396825,33.333333,30.000000,26.666667,23.333333
ArtificialDS/Example2/10,0.05,0.1,strong,frequent,8,0.001034,0.000306,0.000004,0.000000,0.000140,1,132,1,1,110,0,0,23.333333,23.333333,23.333333,23.333333,23.333333
ArtificialDS/Example2/10,0.05,0.1,strong,area-based,8,0.007707,0.004991,0.001654,0.000111,0.001871,50,2634,29,38,2110,0,0,28.045977,33.333333,30.000000,20.0000002,0.000000
ArtificialDS/Example2/15,0.05,0.1,weak,uniform,8,0.001144,0.000000,0.000000,0.000000,0.000154,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,weak,frequent,8,0.001199,0.000000,0.000000,0.000000,0.000150,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,weak,area-based,8,0.001351,0.000000,0.000000,0.000000,0.000145,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,strong,uniform,8,0.001100,0.000000,0.000000,0.000000,0.000144,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,strong,frequent,8,0.001307,0.000000,0.000000,0.000000,0.000180,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,strong,area-based,8,0.001682,0.000000,0.000000,0.000000,0.000180,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.05,0.1,weak,uniform,8,0.015069,0.008335,0.005548,0.000000,0.005244,0,5925,45,81,4220,1,0,30.222222,33.333333,30.000000,26.666667,23.333333
ArtificialDS/Example2/10,0.05,0.1,weak,frequent,8,0.002680,0.001570,0.000347,0.000000,0.000865,0,1026,13,16,909,0,0,27.179487,33.333333,26.666667,23.3333332,3.333333
ArtificialDS/Example2/10,0.05,0.1,weak,area-based,8,0.001392,0.000599,0.000064,0.000000,0.000204,0,308,5,6,274,0,0,25.333333,30.000000,26.666667,20.0000002,0.000000
ArtificialDS/Example2/10,0.05,0.1,strong,uniform,8,0.013300,0.007478,0.004603,0.000307,0.004539,90,5250,42,73,3836,4,0,29.841270,33.333333,30.000000,26.666667,23.333333
ArtificialDS/Example2/10,0.05,0.1,strong,frequent,8,0.000948,0.000292,0.000004,0.000000,0.000149,1,138,1,1,117,0,0,30.000000,30.000000,30.000000,30.000000,30.000000
ArtificialDS/Example2/10,0.05,0.1,strong,area-based,8,0.001185,0.000000,0.000000,0.000000,0.000118,0,80,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,weak,uniform,8,0.001099,0.000000,0.000000,0.000000,0.000144,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,weak,frequent,8,0.001260,0.000000,0.000000,0.000000,0.000149,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,weak,area-based,8,0.001617,0.000000,0.000000,0.000000,0.000180,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,strong,uniform,8,0.001420,0.000000,0.000000,0.000000,0.000180,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,strong,frequent,8,0.001320,0.000000,0.000000,0.000000,0.000186,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.05,0.1,strong,area-based,8,0.001689,0.000000,0.000000,0.000000,0.000204,0,90,0,0,59,0,0,0,0,0,0,0
ArtificialDS/Example2/10,0.05,0.1,weak,uniform,8,0.014159,0.008054,0.004883,0.000000,0.005036,0,5876,44,82,4217,-2,0,30.303030,33.333333,30.000000,26.666667,23.333333
ArtificialDS/Example2/10,0.05,0.1,weak,frequent,8,0.001017,0.000305,0.000025,0.000000,0.000157,0,182,3,3,157,0,0,24.444444,30.000000,23.333333,20.0000002,0.000000
ArtificialDS/Example2/10,0.05,0.1,weak,area-based,8,0.001725,0.000921,0.000036,0.000000,0.000248,0,323,3,4,300,0,0,25.555556,33.333333,26.666667,16.666667,16.666667
ArtificialDS/Example2/10,0.05,0.1,strong,uniform,8,0.014214,0.007836,0.005290,0.000374,0.004920,100,5859,43,80,4224,-2,0,30.387597,33.333333,30.000000,26.666667,23.333333
ArtificialDS/Example2/10,0.05,0.1,strong,frequent,8,0.000912,0.000263,0.000023,0.000003,0.000130,3,183,3,3,158,0,0,24.444444,30.000000,23.333333,20.0000002,0.000000
ArtificialDS/Example2/10,0.05,0.1,strong,area-based,8,0.001643,0.000744,0.000140,0.000014,0.000220,9,338,7,8,288,0,0,26.666667,30.000000,26.666667,23.3333332,3.333333
ArtificialDS/Example2/15,0.01,0.1,weak,uniform,8,2.678365,0.747779,1.918581,0.000000,1.060542,0,1579992,1048,2246,561886,-234,0,31.571247,33.333333,33.333333,26.6666672,6.666667
ArtificialDS/Example2/15,0.01,0.1,weak,frequent,8,0.002295,0.000000,0.000000,0.000000,0.000744,0,330,0,0,299,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.01,0.1,weak,area-based,8,0.350908,0.223368,0.121843,0.000000,0.110710,0,161484,272,487,105340,47,0,29.746732,33.333333,31.111111,24.444444,22.222222
ArtificialDS/Example2/15,0.01,0.1,strong,uniform,8,1.293610,0.463318,0.820498,0.065062,0.518104,2280,771021,694,1417,350299,-22,0,30.864553,33.333333,31.111111,26.666667,24.444444
ArtificialDS/Example2/15,0.01,0.1,strong,frequent,8,0.047091,0.036330,0.007562,0.000395,0.021753,82,24015,60,80,21705,-7,0,26.555556,31.111111,26.666667,22.222222,20.000000
ArtificialDS/Example2/15,0.01,0.1,strong,area-based,8,0.304193,0.193638,0.105069,0.007276,0.095600,520,139170,249,440,91838,20,0,29.451138,33.333333,31.111111,24.444444,22.222222
ArtificialDS/Example2/10,0.01,0.1,weak,uniform,8,0.295538,0.121639,0.169611,0.000000,0.108408,0,186077,319,632,95177,9,2,32.560084,33.333333,33.333333,30.0000003,0.000000
ArtificialDS/Example2/10,0.01,0.1,weak,frequent,8,0.169199,0.079594,0.086158,0.000000,0.065942,0,103242,227,431,59133,1,0,32.099853,33.333333,33.333333,30.000000,26.666667
ArtificialDS/Example2/10,0.01,0.1,weak,area-based,8,0.415328,0.223402,0.186478,0.000000,0.121943,0,221268,341,656,122795,45,7,32.502444,33.333333,33.333333,30.000000,26.666667
ArtificialDS/Example2/10,0.01,0.1,strong,uniform,8,0.475204,0.202592,0.266317,0.042050,0.165143,4342,284195,391,754,152159,-12,12,32.676897,33.333333,33.333333,30.0000003,0.000000
ArtificialDS/Example2/10,0.01,0.1,strong,frequent,8,0.313636,0.141626,0.166172,0.017950,0.120142,1833,188882,309,580,110950,41,7,32.276160,33.333333,33.333333,30.000000,26.666667
ArtificialDS/Example2/10,0.01,0.1,strong,area-based,8,0.356332,0.192634,0.158241,0.021039,0.102749,2318,183935,309,599,102661,-8,4,32.556634,33.333333,33.333333,30.000000,26.666667
ArtificialDS/Example2/15,0.01,0.1,weak,uniform,8,0.056689,0.036169,0.017638,0.000000,0.024817,0,30023,102,152,23107,14,0,27.080610,31.111111,26.666667,22.222222,22.222222
ArtificialDS/Example2/15,0.01,0.1,weak,frequent,8,0.002405,0.000000,0.000000,0.000000,0.000719,0,330,0,0,299,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.01,0.1,weak,area-based,8,0.017311,0.007340,0.001259,0.000000,0.004700,0,4339,24,29,4001,2,0,23.981481,26.666667,24.444444,20.0000002,0.000000
ArtificialDS/Example2/15,0.01,0.1,strong,uniform,8,0.003501,0.001870,0.000030,0.000005,0.001317,4,839,3,3,803,0,0,22.962963,24.444444,24.444444,20.0000002,0.000000
ArtificialDS/Example2/15,0.01,0.1,strong,frequent,8,0.002462,0.000000,0.000000,0.000000,0.000843,0,330,0,0,299,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.01,0.1,strong,area-based,8,2.151618,0.974529,1.165845,0.092314,0.701090,2540,1075404,841,1679,472367,765,0,31.021271,33.333333,33.333333,26.666667,24.444444
ArtificialDS/Example2/10,0.01,0.1,weak,uniform,8,0.345904,0.132657,0.208750,0.000000,0.121841,0,204558,343,679,100025,29,4,32.633625,33.333333,33.333333,30.0000003,0.000000
ArtificialDS/Example2/10,0.01,0.1,weak,frequent,8,0.228555,0.103346,0.121342,0.000000,0.089139,0,145138,274,513,82794,44,2,32.153285,33.333333,33.333333,30.000000,26.666667
ArtificialDS/Example2/10,0.01,0.1,weak,area-based,8,0.319778,0.167503,0.145448,0.000000,0.092088,0,154540,281,560,84613,42,1,32.396204,33.333333,33.333333,30.000000,26.666667
ArtificialDS/Example2/10,0.01,0.1,strong,uniform,8,0.520832,0.225405,0.290110,0.045018,0.179621,4689,305998,401,783,167472,-41,9,32.527016,33.333333,33.333333,30.000000,26.666667
ArtificialDS/Example2/10,0.01,0.1,strong,frequent,8,0.280184,0.124618,0.151188,0.017082,0.105520,1828,188514,304,577,108817,70,2,32.467105,33.333333,33.333333,30.0000003,0.000000
ArtificialDS/Example2/10,0.01,0.1,strong,area-based,8,0.355558,0.188075,0.161963,0.021459,0.102525,2299,190189,317,611,104462,81,2,32.492114,33.333333,33.333333,30.0000003,0.000000
ArtificialDS/Example2/15,0.01,0.1,weak,uniform,8,0.002969,0.001436,0.000024,0.000000,0.000874,0,808,2,2,781,0,0,23.333333,24.444444,22.222222,22.222222,22.222222
ArtificialDS/Example2/15,0.01,0.1,weak,frequent,8,0.002360,0.000000,0.000000,0.000000,0.000720,0,330,0,0,299,0,0,0,0,0,0,0
ArtificialDS/Example2/15,0.01,0.1,weak,area-based,8,0.002605,0.000894,0.000004,0.000000,0.000398,0,382,1,1,354,0,0,15.555556,15.555556,15.555556,15.555556,15.555556
ArtificialDS/Example2/15,0.01,0.1,strong,uniform,8,0.925376,0.344343,0.573314,0.045019,0.376705,1747,558845,587,1163,265045,-34,0,30.724967,33.333333,31.111111,26.666667,24.444444
ArtificialDS/Example2/15,0.01,0.1,strong,frequent,8,0.002280,0.000000,0.000000,0.000000,0.000758,0,330,0,0,299,0,0,0,0,0,0,0
